epoch,train_loss,little_acc,big_acc,val_loss,val_cascade_acc,val_little_acc,val_big_acc,val_exit_ratio,val_little_ece,lr,time_s
29,2.1157,0.6331,0.7714,1.7917,0.7624,0.6154,0.7756,0.32,0.0398,0.040631,43.8
30,2.1032,0.6337,0.7758,1.7680,0.7646,0.6414,0.7648,0.31,0.0657,0.037566,44.5
31,2.0956,0.6392,0.7774,1.8758,0.7602,0.5892,0.7708,0.28,0.0363,0.034549,44.3
32,2.0760,0.6438,0.7812,1.8013,0.7686,0.6224,0.7762,0.32,0.0503,0.031594,44.2
33,2.0605,0.6436,0.7898,1.7198,0.7786,0.6434,0.7766,0.31,0.0739,0.028711,44.4
34,2.0595,0.6463,0.7883,1.6796,0.7658,0.6750,0.7620,0.34,0.0891,0.025912,44.4
35,2.0438,0.6522,0.7929,1.6689,0.7912,0.6456,0.7974,0.33,0.0729,0.023209,44.5
36,2.0257,0.6524,0.8011,1.6019,0.7952,0.6728,0.7962,0.33,0.0892,0.020611,44.0
37,2.0124,0.6579,0.8065,1.6058,0.7896,0.6772,0.7904,0.34,0.0915,0.018129,44.1
38,1.9980,0.6579,0.8095,1.5887,0.8012,0.6756,0.8014,0.32,0.1045,0.015773,44.5
39,1.9862,0.6630,0.8101,1.5295,0.8108,0.6898,0.8114,0.33,0.1073,0.013552,44.3
40,1.9698,0.6665,0.8159,1.5366,0.8102,0.6862,0.8128,0.35,0.0970,0.011474,43.7
41,1.9580,0.6693,0.8198,1.5385,0.8120,0.6904,0.8118,0.33,0.1095,0.009549,44.7
42,1.9458,0.6707,0.8229,1.4948,0.8190,0.6896,0.8190,0.34,0.1024,0.007784,44.4
43,1.9330,0.6743,0.8292,1.4988,0.8196,0.6918,0.8192,0.36,0.0936,0.006185,44.3
44,1.9210,0.6766,0.8307,1.4732,0.8232,0.6982,0.8236,0.34,0.1046,0.004759,44.0
45,1.9095,0.6790,0.8374,1.4746,0.8242,0.6948,0.8260,0.36,0.0992,0.003511,44.5
46,1.9042,0.6821,0.8362,1.4651,0.8260,0.7002,0.8268,0.35,0.1099,0.002447,44.3
47,1.8953,0.6835,0.8408,1.4494,0.8278,0.7032,0.8294,0.35,0.1096,0.001571,44.8
48,1.8886,0.6852,0.8418,1.4428,0.8266,0.7004,0.8270,0.36,0.1020,0.000886,44.8
49,1.8799,0.6875,0.8464,1.4439,0.8254,0.7042,0.8270,0.36,0.1053,0.000394,44.7
50,1.8835,0.6856,0.8450,1.4414,0.8282,0.7070,0.8288,0.36,0.1102,0.000099,43.2
