epoch,train_loss,little_acc,big_acc,val_loss,val_cascade_acc,val_little_acc,val_big_acc,val_exit_ratio,val_little_ece,lr,time_s
28,1.6383,0.6898,0.7330,1.6169,0.7560,0.6794,0.7566,0.52,0.0242,0.043733,39.5
29,1.6351,0.6905,0.7337,1.4898,0.7660,0.7140,0.7612,0.56,0.0197,0.040631,39.2
30,1.5951,0.6968,0.7414,1.5409,0.7602,0.6916,0.7608,0.53,0.0174,0.037566,40.3
31,1.5768,0.7018,0.7458,1.5329,0.7560,0.7042,0.7568,0.57,0.0269,0.034549,39.8
32,1.5475,0.7038,0.7536,1.5391,0.7520,0.6942,0.7570,0.55,0.0303,0.031594,40.1
33,1.5346,0.7050,0.7526,1.6663,0.7406,0.6646,0.7586,0.57,0.0657,0.028711,39.4
34,1.5063,0.7126,0.7598,1.4572,0.7768,0.7164,0.7756,0.55,0.0160,0.025912,39.9
35,1.5014,0.7117,0.7621,1.4156,0.7824,0.7334,0.7806,0.57,0.0129,0.023209,39.3
36,1.4595,0.7181,0.7710,1.4705,0.7766,0.7116,0.7798,0.59,0.0312,0.020611,39.9
37,1.4407,0.7233,0.7707,1.4098,0.7924,0.7198,0.7942,0.59,0.0181,0.018129,39.9
38,1.4119,0.7271,0.7789,1.4318,0.7798,0.7056,0.7952,0.57,0.0324,0.015773,39.5
39,1.3923,0.7291,0.7847,1.2978,0.8030,0.7412,0.8054,0.60,0.0165,0.013552,39.3
40,1.3772,0.7313,0.7860,1.3177,0.7948,0.7416,0.7998,0.60,0.0124,0.011474,39.7
41,1.3477,0.7357,0.7917,1.2671,0.8068,0.7474,0.8088,0.61,0.0126,0.009549,39.5
42,1.3250,0.7408,0.7968,1.2816,0.8090,0.7450,0.8098,0.60,0.0141,0.007784,39.2
43,1.2972,0.7425,0.8034,1.2683,0.8052,0.7424,0.8106,0.61,0.0124,0.006185,40.8
44,1.2869,0.7466,0.8057,1.2307,0.8112,0.7560,0.8132,0.62,0.0184,0.004759,38.7
45,1.2658,0.7531,0.8085,1.2217,0.8116,0.7534,0.8180,0.62,0.0186,0.003511,39.7
46,1.2456,0.7535,0.8134,1.2105,0.8162,0.7582,0.8210,0.62,0.0156,0.002447,39.3
47,1.2278,0.7548,0.8156,1.1971,0.8188,0.7622,0.8256,0.63,0.0144,0.001571,38.6
48,1.2196,0.7560,0.8190,1.1868,0.8196,0.7586,0.8244,0.62,0.0145,0.000886,39.3
49,1.2131,0.7581,0.8200,1.1851,0.8204,0.7606,0.8252,0.63,0.0170,0.000394,39.7
50,1.2127,0.7566,0.8201,1.1865,0.8188,0.7604,0.8238,0.62,0.0122,0.000099,40.7
