epoch,train_loss,little_acc,big_acc,val_loss,val_cascade_acc,val_little_acc,val_big_acc,val_exit_ratio,val_little_ece,lr,time_s
18,1.8786,0.5829,0.6755,2.1347,0.6794,0.5492,0.6898,0.35,0.0542,0.074088,44.7
19,1.8455,0.5847,0.6866,2.0138,0.7002,0.5854,0.7042,0.39,0.0451,0.071289,44.9
20,1.8410,0.5880,0.6876,2.1006,0.6920,0.5546,0.7032,0.38,0.0627,0.068406,44.8
21,1.8233,0.5906,0.6924,2.1488,0.6766,0.5858,0.6734,0.39,0.0393,0.065451,44.9
22,1.8089,0.5913,0.6949,1.8891,0.7232,0.6114,0.7168,0.37,0.0157,0.062434,44.9
23,1.7801,0.5970,0.6997,2.1056,0.6692,0.5962,0.6612,0.41,0.0420,0.059369,44.7
24,1.7729,0.5982,0.7024,1.9799,0.6994,0.6090,0.6864,0.37,0.0142,0.056267,44.4
25,1.7636,0.5993,0.7045,1.9960,0.6952,0.6016,0.6918,0.36,0.0199,0.053140,44.9
26,1.7511,0.6016,0.7118,1.9246,0.7062,0.6034,0.7098,0.42,0.0422,0.050000,44.8
27,1.7287,0.6067,0.7124,1.9481,0.7076,0.5892,0.7266,0.43,0.0590,0.046860,44.5
28,1.7181,0.6044,0.7181,1.8138,0.7366,0.6246,0.7364,0.38,0.0161,0.043733,44.4
29,1.7075,0.6071,0.7187,1.8433,0.7248,0.6322,0.7184,0.42,0.0197,0.040631,45.0
30,1.6783,0.6145,0.7270,1.8255,0.7332,0.6214,0.7326,0.39,0.0214,0.037566,45.2
31,1.6692,0.6146,0.7261,1.8325,0.7314,0.6176,0.7428,0.46,0.0520,0.034549,44.5
32,1.6465,0.6163,0.7346,1.8271,0.7332,0.6302,0.7380,0.43,0.0250,0.031594,44.4
33,1.6318,0.6221,0.7391,1.7851,0.7398,0.6212,0.7512,0.44,0.0373,0.028711,44.6
34,1.6157,0.6216,0.7437,1.7283,0.7450,0.6392,0.7482,0.46,0.0275,0.025912,46.0
35,1.6001,0.6266,0.7451,1.7902,0.7326,0.6462,0.7296,0.44,0.0183,0.023209,43.1
36,1.5830,0.6310,0.7518,1.6308,0.7714,0.6568,0.7752,0.42,0.0106,0.020611,46.3
37,1.5549,0.6344,0.7609,1.7216,0.7512,0.6464,0.7574,0.44,0.0124,0.018129,45.2
38,1.5418,0.6383,0.7615,1.5953,0.7742,0.6594,0.7828,0.43,0.0160,0.015773,45.5
39,1.5238,0.6398,0.7655,1.5789,0.7744,0.6586,0.7828,0.45,0.0095,0.013552,45.6
40,1.5057,0.6419,0.7711,1.6037,0.7720,0.6534,0.7846,0.47,0.0246,0.011474,46.1
41,1.4856,0.6477,0.7761,1.5713,0.7748,0.6650,0.7848,0.46,0.0176,0.009549,45.3
42,1.4634,0.6520,0.7815,1.5155,0.7890,0.6722,0.7994,0.47,0.0221,0.007784,41.7
43,1.4480,0.6545,0.7850,1.5117,0.7850,0.6678,0.7984,0.48,0.0158,0.006185,45.1
44,1.4341,0.6550,0.7890,1.5175,0.7832,0.6690,0.7936,0.48,0.0178,0.004759,45.5
45,1.4239,0.6570,0.7925,1.4778,0.7954,0.6748,0.8080,0.48,0.0100,0.003511,45.0
46,1.4063,0.6588,0.7951,1.4744,0.7944,0.6786,0.8038,0.48,0.0107,0.002447,45.6
47,1.3957,0.6636,0.8009,1.4601,0.7946,0.6768,0.8082,0.48,0.0137,0.001571,45.3
48,1.3894,0.6598,0.8022,1.4568,0.7982,0.6780,0.8130,0.48,0.0143,0.000886,45.6
49,1.3869,0.6633,0.8030,1.4532,0.7976,0.6782,0.8104,0.48,0.0195,0.000394,44.4
50,1.3810,0.6643,0.8032,1.4531,0.7962,0.6778,0.8102,0.48,0.0139,0.000099,45.4
